name,allegiances,death year,book of death,death chapter,book intro chapter,gender,nobility,got,cok,sos,ffc,dwd,S.No,actual,pred,alive,plod,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive
Jocelyn Swyft,Lannister,,,,3.0,0,1,0,0,0,1,1,638,1,1,0.993,0.006999999999999999,,0,,,,,,,House Swyft,,0,0,0,1,1,,,,,0,0,,0,0,0,0.016722408,1
Jodge,House Lannister,,,,30.0,1,0,0,1,0,0,0,639,1,1,0.6920000000000001,0.308,,1,,,,,,,House Lannister,,0,1,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
Jojen Reed,Stark,,,,21.0,1,1,0,1,1,0,1,1861,1,1,0.684,0.316,,1,Crannogmen,286.0,,,,,House Reed,,0,1,1,1,1,,,,,0,0,19.0,0,0,0,0.2909699,1
Jommy,House Baratheon,,,,0.0,1,0,0,1,0,0,0,644,1,1,0.898,0.102,,1,,,,,,,House Baratheon,,0,1,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
Jon Bettley,Lannister,,,,16.0,1,1,0,0,0,1,0,1129,1,1,0.98,0.02,Ser,0,,,,,,,House Bettley,,0,0,0,1,1,,,,,0,1,,0,0,0,0.016722408,1
Jon Connington,Targaryen,,,,5.0,1,1,0,0,0,0,1,1825,1,1,0.878,0.122,Lord of Griffin's Roost,1,Stormlands,263.0,,,,,House Connington,,0,0,1,1,1,,,,,0,1,42.0,0,0,1,0.719063545,1
Jon Fossoway,Baratheon,,,,22.0,1,1,0,1,0,0,0,1746,1,1,0.86,0.14,Knight,1,Reach,,,,,,House Fossoway of New Barrel,Janna Tyrell,0,1,0,0,0,,,,1.0,1,1,,0,0,0,0.18729097,1
Jon Snow,Night's Watch,,,,1.0,1,1,1,1,1,1,1,1750,1,1,0.884,0.11599999999999999,Lord Commander of the Night's Watch,1,Northmen,283.0,,,,,House Stark,,1,1,1,1,1,,,,,0,1,22.0,5,1,1,1.0,1
Jon Umber (Greatjon),Stark,,,,51.0,1,1,1,1,1,0,0,653,1,1,0.624,0.376,Last Hearth,1,Northmen,,,,,,House Umber,,1,1,1,1,1,,,,,0,1,,0,0,0,0.18394648800000002,1
Joffrey Baratheon,House Lannister,300.0,3.0,60.0,5.0,1,1,1,1,1,0,0,51,0,0,0.397,0.603,,1,,,,Cersei Lannister,Robert Baratheon,Tommen Baratheon,,,0,0,0,0,0,1.0,1.0,1.0,,0,0,,5,1,1,1.0,0
Jon Umber (Smalljon),Stark,299.0,3.0,51.0,63.0,1,1,1,0,1,0,0,652,0,1,0.847,0.153,,1,Northmen,,299.0,,,,House Umber,,1,1,1,1,1,,,,,0,0,,0,0,0,0.070234114,0
Jonos Bracken,Tully,,,,28.0,1,1,1,0,1,0,1,1747,1,0,0.479,0.521,Stone Hedge,1,,,,,,,House Bracken,,1,1,1,1,1,,,,,0,1,,0,0,0,0.19063545199999998,1
Jorah Mormont,Targaryen,,,,23.0,1,1,1,1,1,0,1,1531,1,0,0.28600000000000003,0.7140000000000001,Ser,1,Northmen,254.0,,,,,House Mormont,Glover,1,1,1,1,1,,,,1.0,1,1,51.0,1,1,1,0.7224080270000001,1
Jory Cassel,Stark,298.0,1.0,35.0,1.0,1,1,1,0,0,0,0,1530,0,0,0.024,0.976,Captain of the guard,1,Northmen,,298.0,,,,House Cassel,,1,1,1,0,1,,,,,0,1,,1,1,0,0.17056856199999998,0
Joseran,Greyjoy,,,,11.0,1,0,0,0,0,1,0,657,1,1,0.99,0.01,Maester,0,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.003344482,1
Joseth,House Stark,,,,37.0,1,0,1,1,0,0,0,658,1,0,0.122,0.878,,1,,,,,,,House Stark,,1,1,0,0,0,,,,,0,0,,0,0,0,0.030100334,1
Josmyn Peckledon,Lannister,,,,65.0,1,0,0,1,1,1,1,1842,1,1,0.677,0.32299999999999995,,1,,284.0,,,,,House Peckledon,,0,1,1,1,1,,,,,0,0,21.0,0,0,0,0.050167224,1
Joss,None,,,,43.0,1,0,1,0,0,0,0,660,1,1,0.574,0.426,,1,,,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
Joss Stilwood,Lannister,,,,,1,0,1,0,0,0,0,1751,1,0,0.496,0.504,,1,,,,,,,House Clegane,,1,1,0,1,0,,,,,0,0,,0,0,0,0.016722408,1
Josua Willum,Baratheon,,,,22.0,1,1,0,1,0,0,0,663,1,1,0.7829999999999999,0.217,,1,,,,,,,House Willum,,0,1,0,0,0,,,,,0,0,,0,0,0,0.013377926000000002,1
Jothos Slynt,Lannister,,,,66.0,1,1,0,0,1,0,0,665,1,1,0.9279999999999999,0.07200000000000001,,1,,,,,,,House Slynt,,0,0,1,0,0,,,,,0,0,,0,0,0,0.023411371,1
Joyeuse Erenford,None,,,,28.0,0,1,1,0,1,0,0,1909,1,0,0.45799999999999996,0.542,the Crossing,1,,282.0,,,,,House Erenford,Walder Frey,1,1,1,1,1,,,,1.0,1,1,23.0,0,0,0,0.043478261,1
Justin Massey,Baratheon,,,,7.0,1,1,0,0,0,0,1,1748,1,1,0.659,0.341,Ser,1,,,,,,,House Massey,,0,0,0,1,1,,,,,0,1,,0,0,0,0.080267559,1
Jyck,House Lannister,298.0,1.0,31.0,21.0,1,0,1,0,0,0,0,666,0,0,0.12,0.88,,1,,,298.0,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0,0,0.030100334,0
Jynessa Blackmont,Martell,,,,38.0,0,1,0,0,1,0,0,1146,1,1,0.986,0.013999999999999999,,0,Dornish,,,,,,House Blackmont,,0,0,1,1,0,,,,,0,0,,0,0,0,0.02006689,1
Karyl Vance,Tully,,,,43.0,1,1,1,0,1,1,0,1532,1,0,0.49700000000000005,0.503,Ser,1,,,,,,,House Vance of Wayfarer's Rest,,1,1,1,1,1,,,,,0,1,,0,0,0,0.117056856,1
Kedge Whiteye,Night's Watch,,,,43.0,1,0,0,1,1,1,0,1148,1,1,0.7959999999999999,0.204,,1,,251.0,,,,,Night's Watch,,0,1,1,1,1,,,,,0,0,54.0,0,0,0,0.036789298,1
Kella,None,,,,68.0,0,0,0,0,1,0,0,669,1,1,0.9470000000000001,0.053,,0,,,,,,,House Baelish,,0,0,1,0,0,,,,,0,0,,0,0,0,0.003344482,1
Kennos of Kayce,Lannister,,,,6.0,1,1,0,0,1,1,1,1149,1,1,0.677,0.32299999999999995,Ser,1,,,,,,,House Kenning of Kayce,,0,0,1,1,1,,,,,0,1,,0,0,0,0.033444816,1
Ketter,Night's Watch,,,,52.0,1,0,1,0,0,0,0,672,1,1,0.737,0.263,,0,,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0,1
Kenned,House Greyjoy,299.0,2.0,66.0,66.0,1,0,0,1,0,0,0,671,0,1,0.975,0.025,,0,Ironborn,,299.0,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.006688963000000001,0
Kevan Lannister,House Lannister,300.0,5.0,,56.0,1,1,1,1,1,1,1,1752,0,0,0.26,0.74,Ser,1,,244.0,300.0,,,,House Lannister,Dorna Swyft,1,1,1,1,1,,,,1.0,1,1,56.0,4,1,1,0.869565217,0
Kezmya,None,,,,2.0,0,1,0,0,0,0,1,1150,1,1,0.759,0.24100000000000002,Cupbearer,0,Ghiscari,,,,,,House of Pahl,,0,0,0,0,1,,,,,0,1,,0,0,0,0.016722408,1
Khorane Sathmantes,None,,,,10.0,1,0,0,0,1,0,0,1863,1,1,0.782,0.218,,0,Lyseni,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.010033445,1
Khrazz,None,300.0,5.0,67.0,11.0,1,0,0,0,0,0,1,1533,0,1,0.7829999999999999,0.217,,1,Ghiscari,277.0,300.0,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,23.0,0,0,0,0.076923077,0
Kojja Mo,None,,,,35.0,0,0,0,0,0,1,0,674,1,1,0.995,0.005,,0,Summer Isles,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.016722408,1
Koss,Night's Watch,299.0,2.0,14.0,5.0,1,0,0,1,0,0,0,676,0,0,0.193,0.807,,1,,,299.0,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.036789298,0
Kraznys mo Nakloz,None,299.0,3.0,27.0,23.0,1,1,0,0,1,0,0,1859,0,0,0.14800000000000002,0.852,,1,Astapor,,299.0,,,,Good Masters,,0,0,1,0,1,,,,,0,0,,0,0,0,0.076923077,0
Kromm,House Greyjoy,299.0,2.0,66.0,56.0,1,0,0,1,0,0,0,677,0,1,0.514,0.486,,0,ironborn,,299.0,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.006688963000000001,0
Kurleket,None,298.0,1.0,31.0,31.0,1,0,1,0,0,0,0,1534,0,1,0.9590000000000001,0.040999999999999995,,1,,,298.0,,,,House Bracken,,1,0,0,0,0,,,,,0,0,,0,0,0,0.010033445,0
Kurz,Night's Watch,299.0,2.0,19.0,5.0,1,0,0,1,0,0,0,678,0,0,0.212,0.7879999999999999,,1,,,299.0,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.036789298,0
Kyra,House Stark,300.0,5.0,12.0,37.0,0,0,1,1,0,0,1,1151,0,1,0.6940000000000001,0.306,,1,,280.0,300.0,,,,House Stark,,1,1,0,1,1,,,,,0,0,20.0,0,0,0,0.053511706,0
Lady of the Leaves,None,,,,22.0,0,0,0,0,1,0,0,1753,1,1,0.986,0.013999999999999999,Lady of the Leaves,0,,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0,0,0.02006689,1
Lambert Turnberry,Lannister,,,,7.0,1,1,0,0,0,1,0,1153,1,1,0.968,0.032,Ser,1,,,,,,,House Turnberry,,0,0,0,1,1,,,,,0,1,,0,0,0,0.016722408,1
Lamprey,Baratheon,,,,25.0,1,0,0,0,1,0,0,684,1,1,0.847,0.153,,1,,,,,,,House Baratheon of Dragonstone,,0,0,1,0,0,,,,,0,0,,0,0,0,0.010033445,1
Lancel Lannister,Lannister,,,,47.0,1,1,1,1,1,1,1,1537,1,0,0.018000000000000002,0.982,Ser,1,,282.0,,,,,House Lannister of Casterly Rock,Amerei Frey,1,1,1,1,1,,,,1.0,1,1,23.0,5,1,1,0.47826087,1
Lanna (Happy Port),None,,,,34.0,0,0,0,0,0,1,0,687,1,1,0.971,0.028999999999999998,,0,Braavosi,286.0,,,,,Happy Port,,0,0,0,1,0,,,,,0,0,19.0,0,0,0,0.026755853,1
Lark,Night's Watch,299.0,3.0,46.0,23.0,1,0,0,1,1,0,0,1154,0,0,0.217,0.7829999999999999,,1,Sistermen,,299.0,,,,Night's Watch,,0,1,1,0,0,,,,,0,0,,0,0,0,0.040133779,0
Larra Blackmont,Martell,,,,38.0,0,1,0,0,1,0,0,1156,1,1,0.684,0.316,Blackmont,0,Dornish,,,,,,House Blackmont,,0,0,1,1,1,,,,,0,1,,0,0,0,0.026755853,1
Larraq,Targaryen,,,,59.0,1,0,0,0,0,0,1,688,1,1,0.9640000000000001,0.036000000000000004,,1,Ghiscari,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.02006689,1
Leathers,Night's Watch,,,,35.0,1,0,0,0,0,0,1,1158,1,0,0.183,0.8170000000000001,Master-at-Arms,1,Wildling,259.0,,,,,Night's Watch,,0,0,0,0,1,,,,,0,1,46.0,0,0,0,0.050167224,1
Left Hand Lew,Night's Watch,,,,48.0,1,0,0,0,1,0,1,1159,1,1,0.951,0.049,,1,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.016722408,1
Lem,None,,,,13.0,1,0,0,0,1,1,0,690,1,1,0.8240000000000001,0.17600000000000002,,1,,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.08361204,1
Lennocks,None,,,34.0,34.0,1,0,0,0,1,0,0,692,1,1,0.7020000000000001,0.298,,1,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.003344482,1
Lenwood Tawney,Greyjoy,,,,18.0,1,0,0,0,0,1,0,696,1,1,0.998,0.002,,1,Ironborn,,,,,,House Tawney,,0,0,0,1,0,,,,,0,0,,0,0,0,0.010033445,1
Leo Lefford,Lannister,299.0,2.0,45.0,62.0,1,1,1,1,0,0,0,1160,0,0,0.29,0.71,Golden Tooth,1,,,299.0,,,,House Lefford,,1,1,1,1,1,,,,,0,1,,0,0,0,0.056856187,0
Leobald Tallhart,Stark,299.0,2.0,66.0,16.0,1,1,0,1,0,0,0,53,0,1,0.875,0.125,Castellan,1,Northmen,,299.0,,,,House Tallhart,Berena Hornwood,0,1,1,1,1,,,,1.0,1,1,,0,0,0,0.11036789300000001,0
Leona Woolfield,Stark,,,,19.0,0,1,0,0,0,0,1,1162,1,1,0.5589999999999999,0.441,,0,,,,,,,House Woolfield,Wylis Manderly,0,0,0,1,1,,,,1.0,1,0,,0,0,0,0.046822742,1
Leonette Fossoway,Tyrell,,,,6.0,0,1,0,0,1,0,0,1163,1,1,0.743,0.257,Lady,0,,,,,,,House Fossoway,Garlan Tyrell,0,0,1,1,1,,,,1.0,1,1,,0,0,0,0.17391304300000002,1
Lewis Lanster,None,,,,25.0,1,0,0,0,0,0,1,702,1,1,0.677,0.32299999999999995,,1,,,,,,,Windblown,,0,0,0,0,1,,,,,0,0,,0,0,0,0.006688963000000001,1
Lewys Lydden,Lannister,,,,62.0,1,1,1,1,0,0,0,1167,1,1,0.68,0.32,Lord of the Deep Den,0,,,,,,,House Lydden,,1,1,1,1,1,,,,,0,1,,0,0,0,0.036789298,1
Lewys Piper,Lannister,,,,27.0,1,1,0,0,0,1,0,703,1,1,0.81,0.19,,1,Rivermen,,,,,,House Piper,,0,0,0,1,1,,,,,0,0,,0,0,0,0.033444816,1
Lharys,Stark,298.0,1.0,34.0,31.0,1,1,1,0,0,0,0,1754,0,1,0.976,0.024,,1,,,298.0,,,,House Bracken,,1,0,0,0,0,,,,,0,0,,0,0,0,0.016722408,0
Lollys Stokeworth,Lannister,,,,2.0,0,1,0,1,1,0,0,1540,1,0,0.042,0.958,Stokeworth,0,,265.0,,,,,House Stokeworth,Bronn,0,1,1,1,1,,,,1.0,1,1,40.0,2,1,0,0.127090301,1
Loras Tyrell,Tyrell,,,,18.0,1,1,1,1,1,1,0,1928,1,0,0.46799999999999997,0.532,Ser,1,The Reach,282.0,,,,,House Tyrell,,1,1,1,1,1,,,,,0,1,23.0,2,1,1,0.665551839,1
Lorcas,None,,,,45.0,1,0,0,0,0,1,0,709,1,1,0.982,0.018000000000000002,,1,,241.0,,,,,,,0,0,0,1,0,,,,,0,0,64.0,0,0,0,0.010033445,1
Lorren,Greyjoy,299.0,2.0,66.0,37.0,1,0,0,1,0,0,0,712,0,1,0.759,0.24100000000000002,,1,,,299.0,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.023411371,0
Lothar Frey,None,,,,35.0,1,1,0,0,1,0,0,1759,1,1,0.838,0.162,Twins,1,Rivermen,264.0,,,,,House Frey,Leonella Lefford,1,1,1,1,1,,,,1.0,1,1,41.0,1,1,0,0.17391304300000002,1
Lothor Brune,None,,,,29.0,1,1,1,1,1,1,0,1760,1,1,0.5720000000000001,0.428,Ser,1,,,,,,,House Brune of Brownhollow,,1,1,1,1,1,,,,,0,1,,0,0,0,0.137123746,1
Lucan,None,299.0,2.0,64.0,38.0,1,0,0,1,0,0,0,716,0,0,0.42700000000000005,0.573,,1,,,299.0,,,,House Whent,,0,1,0,0,0,,,,,0,0,,0,0,0,0.013377926000000002,0
Lucas Blackwood,Tully,299.0,3.0,51.0,22.0,1,1,0,1,1,0,0,1543,0,0,0.36,0.64,,1,,,299.0,,,,House Blackwood,,0,1,1,1,1,,,,,0,0,,0,0,0,0.073578595,0
Lucas Codd,Greyjoy,,,,11.0,1,1,0,0,0,1,0,1174,1,1,0.996,0.004,,0,Ironborn,,,,,,House Codd,,0,0,0,1,1,,,,,0,0,,0,0,0,0.023411371,1
Lucias Vypren,None,,,,49.0,1,1,0,0,1,0,0,1176,1,1,0.605,0.395,Lord,1,,,,,,,House Vypren,Lythene Frey,0,1,1,1,1,,,,1.0,1,1,,0,0,0,0.16387959900000001,1
Luco Prestayn,None,,,,22.0,1,0,0,0,0,1,0,722,1,1,0.988,0.012,,0,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.003344482,1
Luke of Longtown,Night's Watch,,,,35.0,1,0,0,0,0,0,1,725,1,1,0.773,0.22699999999999998,,0,,,,,,,Night's Watch,,0,0,0,0,1,,,,,0,0,,0,0,0,0.013377926000000002,1
Luton,None,300.0,5.0,51.0,37.0,1,0,0,0,0,0,1,728,0,1,0.97,0.03,,1,Northmen,,300.0,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.023411371,0
Luwin,House Stark,299.0,2.0,69.0,14.0,1,0,1,1,0,0,0,1942,0,1,0.8029999999999999,0.19699999999999998,,1,Westeros,,299.0,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,1,0.351170569,0
Lyle Crakehall,Lannister,,,,12.0,1,1,0,0,0,1,0,1542,1,0,0.43,0.57,Ser,1,,,,,,,House Crakehall,,0,1,1,1,1,,,,,0,1,,0,0,0,0.107023411,1
Lyman Darry,Tully,299.0,3.0,7.0,71.0,1,1,1,1,0,0,0,1184,0,0,0.033,0.9670000000000001,Lord of Darry,0,,290.0,299.0,,,,House Darry,,1,1,0,0,0,,,,,0,1,9.0,0,0,0,0.056856187,0
Lymond Goodbrook,Tully,,,,45.0,1,1,0,0,1,0,0,1183,1,1,0.7609999999999999,0.239,Lord,1,,,,,,,House Goodbrook,,0,0,1,1,1,,,,,0,1,,0,0,0,0.026755853,1
Lymond Lychester,Tully,,,,22.0,1,1,0,0,1,0,0,1185,1,1,0.987,0.013000000000000001,Castle Lychester,1,Rivermen,,,,,,House Lychester,,0,0,1,1,0,,,,,0,1,,0,0,0,0.023411371,1
Lyn Corbray,Arryn,,,,38.0,1,1,1,0,0,1,0,1544,1,1,0.557,0.44299999999999995,Ser,1,,,,,,,House Corbray,,1,1,1,1,1,,,,,0,1,,0,0,0,0.090301003,1
Lysono Maar,None,,,,24.0,1,0,0,0,0,0,1,1907,1,0,0.196,0.804,,1,Lyseni,,,,,,Golden Company,,0,0,0,0,1,,,,,0,0,,0,0,0,0.02006689,1
Mace Tyrell,House Tyrell,,,,62.0,1,1,0,1,1,1,1,1546,1,1,0.813,0.187,Highgarden,1,,256.0,,,,,House Tyrell,Alerie Hightower,1,1,1,1,1,,,,1.0,1,1,49.0,1,1,1,0.8561872909999999,1
Mad Huntsman,None,,,,29.0,1,0,0,0,1,0,0,1763,1,1,0.825,0.175,,1,,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.036789298,1
Maege Mormont,Stark,,,,53.0,0,1,1,0,1,0,0,1762,1,1,0.69,0.31,Lady of Bear Island,0,Northmen,239.0,,,,,House Mormont,,1,1,1,1,1,,,,,0,1,66.0,1,1,0,0.137123746,1
Maerie (Goodwife),None,299.0,3.0,34.0,34.0,0,0,0,0,1,0,0,739,1,1,0.8109999999999999,0.18899999999999997,Goodwife,0,,,,,,,,,0,0,1,0,0,,,,,0,1,,0,0,0,0.003344482,1
Maerie (Whore),None,299.0,3.0,34.0,34.0,0,0,0,0,1,0,0,740,0,1,0.76,0.24,,0,,,299.0,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.003344482,0
Mag Mar Tun Doh Weg,Wildling,300.0,3.0,64.0,15.0,1,1,0,0,1,0,0,1547,0,1,0.76,0.24,,1,,,300.0,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.040133779,0
Mago,None,,,,61.0,1,0,1,0,0,0,0,1549,1,0,0.39299999999999996,0.607,Bloodrider,0,Dothraki,,,,,,,,1,0,1,1,1,,,,,0,0,,0,0,0,0.033444816,1
Mallador Locke,Night's Watch,299.0,5.0,18.0,13.0,1,0,0,1,1,0,0,1203,0,0,0.308,0.6920000000000001,Ser,1,,,299.0,,,,Night's Watch,,0,1,1,0,0,,,,,0,1,,0,0,0,0.026755853,0
Malliard,Lannister,,,,20.0,1,0,0,1,0,0,0,744,1,1,0.767,0.233,Wisdom,1,,,,,,,Alchemists' Guild,,0,1,0,0,0,,,,,0,1,,0,0,0,0.006688963000000001,1
Mallor,House Lannister,,,,63.0,1,0,1,0,0,0,0,746,1,1,0.674,0.326,,0,,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0,0,0.006688963000000001,1
Mance Rayder,Wildling,,,,15.0,1,1,0,0,1,0,1,1764,1,0,0.067,0.9329999999999999,,1,Free folk,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,1,0.7090301,1
Mandon Moore,Baratheon,299.0,2.0,61.0,51.0,1,1,1,1,0,0,0,1548,0,0,0.06,0.94,Ser,1,Valemen,,299.0,,,,House Moore,,1,1,1,0,0,,,,,0,1,,0,0,0,0.12040133800000001,0
Maric Seaworth,House Baratheon,299.0,2.0,58.0,10.0,1,1,0,1,0,0,0,1207,0,1,0.7120000000000001,0.28800000000000003,Oarmaster,1,,,299.0,,,,House Seaworth,,0,1,1,1,1,,,,,0,1,,0,0,0,0.063545151,0
Marei,None,,,,29.0,0,0,0,1,0,0,0,752,1,1,0.907,0.09300000000000001,,1,,280.0,,,,,Chataya's brothel,,0,1,1,1,1,,,,,0,0,25.0,0,0,0,0.043478261,1
Margaery Tyrell,House Tyrell,,,,22.0,0,1,0,1,1,1,0,55,1,0,0.35200000000000004,0.648,Seven Kingdoms,0,Reach,283.0,,,,,House Tyrell,Renly Baratheon,1,1,1,1,1,,,,0.0,1,1,22.0,3,1,1,1.0,1
Marillion,Arryn,300.0,4.0,23.0,28.0,1,0,1,0,1,1,0,1551,0,1,0.573,0.42700000000000005,,1,,279.0,300.0,,,,,,1,1,1,1,0,,,,,0,0,21.0,0,0,0,0.143812709,0
Maris,Wildling,,,,58.0,0,0,0,0,0,0,1,754,1,1,0.985,0.015,,0,Free folk,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.006688963000000001,1
Marissa Frey,None,,,,49.0,0,1,0,0,1,1,0,1210,1,1,0.8170000000000001,0.183,,0,,286.0,,,,,House Frey,,0,1,1,1,0,,,,,0,0,19.0,0,0,0,0.160535117,1
Mariya Darry,None,,,,30.0,0,1,0,0,0,1,0,1209,1,0,0.099,0.9009999999999999,,0,,,,,,,House Darry,Merrett Frey,0,1,1,1,0,,,,0.0,1,0,,0,0,0,0.19063545199999998,1
Mark Mullendore,Tully,,,,22.0,1,1,0,1,0,0,0,1765,1,1,0.637,0.363,Ser,1,,,,,,,House Mullendore,,0,1,1,1,1,,,,,0,1,,0,0,0,0.050167224,1
Marlon Manderly,Stark,,,,19.0,1,1,0,0,0,0,1,1767,1,1,0.835,0.165,Ser,1,,,,,,,House Manderly,,0,0,0,1,1,,,,,0,1,,0,0,0,0.043478261,1
Maron Volmark,Greyjoy,,,,18.0,1,1,0,0,0,1,0,1212,1,1,0.9390000000000001,0.061,Volmark,1,Ironborn,283.0,,,,,House Volmark,,0,0,1,1,1,,,,,0,1,22.0,0,0,0,0.043478261,1
Marq Piper,Tully,,,,56.0,1,1,1,0,1,0,0,1770,1,1,0.6940000000000001,0.306,Ser,1,Rivermen,,,,,,House Piper,,1,1,1,1,1,,,,,0,1,,0,0,0,0.140468227,1
Martyn Rivers,None,,,,29.0,1,1,1,1,1,0,0,1216,1,1,0.5379999999999999,0.462,,0,,,,,,,House Frey,,1,1,1,1,1,,,,,0,0,,0,0,0,0.030100334,1
Marwyn,None,,,,0.0,1,0,0,0,0,1,0,1553,1,1,0.7,0.3,Archmaester,1,,,,,,,,,1,0,1,1,0,,,,,0,1,,0,0,0,0.160535117,1
Marwyn Belmore,Arryn,,,,10.0,1,1,0,0,0,1,0,1218,1,1,0.968,0.032,Ser,1,,,,,,,House Belmore,,0,1,1,1,0,,,,,0,1,,0,0,0,0.023411371,1
Masha Heddle,Tully,298.0,1.0,56.0,28.0,0,0,1,0,0,0,0,1554,0,0,0.142,0.858,,0,,,298.0,,,,,,1,1,0,0,0,,,,,0,0,,0,0,0,0.040133779,0
Maslyn,Night's Watch,299.0,3.0,18.0,0.0,1,0,0,0,1,0,0,757,0,0,0.374,0.626,,0,,,299.0,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.013377926000000002,0
Mathis Rowan,Lannister,,,,22.0,1,1,0,1,1,1,0,1771,1,0,0.445,0.555,Goldengrove,1,Reach,,,,,,House Rowan,Bethany Redwyne,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.364548495,1
Mathos Mallarawan,None,,,,40.0,1,1,0,1,0,0,0,758,1,1,0.7040000000000001,0.29600000000000004,,0,Qartheen,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.016722408,1
Matrice,Baratheon,,,,0.0,0,0,0,1,0,0,0,759,1,1,0.965,0.035,,0,,,,,,,House Baratheon of Dragonstone,,0,1,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
Matthos Seaworth,Baratheon,299.0,2.0,58.0,10.0,1,1,0,1,0,0,0,1555,0,1,0.7959999999999999,0.204,,1,,,299.0,,,,House Seaworth,,0,1,1,1,1,,,,,0,0,,0,0,0,0.076923077,0
Matthar,Night's Watch,,,,41.0,1,0,1,0,0,0,0,1220,1,1,0.883,0.11699999999999999,,1,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.023411371,1
Mawney,Night's Watch,300.0,5.0,4.0,18.0,1,0,0,0,1,0,1,1221,0,1,0.861,0.139,,1,,,300.0,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.023411371,0
Mebble,None,,,,47.0,1,0,0,1,0,0,0,764,1,1,0.767,0.233,,1,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.006688963000000001,1
Medger Cerwyn,Stark,299.0,2.0,30.0,53.0,1,1,1,1,0,0,0,1223,0,0,0.001,0.9990000000000001,Cerwyn,1,Northmen,,299.0,,,,House Cerwyn,,1,1,0,0,0,,,,,0,1,,1,1,0,0.063545151,0
Meera Reed,Stark,,,,21.0,0,1,0,1,1,0,1,1556,1,1,0.713,0.287,,0,Crannogmen,283.0,,,,,House Reed,,0,1,1,1,1,,,,,0,0,22.0,0,0,0,0.27090301,1
Megga Tyrell,House Tyrell,,,,6.0,0,1,0,0,1,1,0,1224,1,1,0.92,0.08,,0,,286.0,,,,,House Tyrell,,0,0,1,1,1,,,,,0,0,19.0,0,0,0,0.153846154,1
Meha,Wildling,,,,0.0,0,0,0,0,0,0,1,765,1,1,0.767,0.233,,0,Free Folk,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.006688963000000001,1
Mela,House Arryn,,,,23.0,0,0,0,0,0,1,0,766,1,1,0.997,0.003,,0,,,,,,,House Arryn,,0,0,0,1,1,,,,,0,0,,0,0,0,0.010033445,1
Meldred Merlyn,Greyjoy,,,,1.0,1,1,0,0,0,1,0,1225,1,1,0.9940000000000001,0.006,Lord of Pebbleton,0,Ironborn,,,,,,House Merlyn,,0,1,1,1,1,,,,,0,1,,0,0,0,0.023411371,1
Meliana,Stark,,,,69.0,0,0,0,0,1,0,0,770,1,1,0.746,0.254,,0,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0,1
